disease_code,disease_name,period_start,period_end,period_type,period_label,location_code,location_name,location_level,cases,deaths,population,incidence_per_100k,data_status,source_name,source_url,complete_period
DENGUE,Dengue,2026-01-19,2026-01-25,weekly,2026-W04,BD-KHU,Khulna,division,12,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-26,2026-02-01,weekly,2026-W05,BD-KHU,Khulna,division,5,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-02,2026-02-08,weekly,2026-W06,BD-KHU,Khulna,division,10,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-09,2026-02-15,weekly,2026-W07,BD-KHU,Khulna,division,15,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-16,2026-02-22,weekly,2026-W08,BD-KHU,Khulna,division,3,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-23,2026-03-01,weekly,2026-W09,BD-KHU,Khulna,division,4,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-02,2026-03-08,weekly,2026-W10,BD-KHU,Khulna,division,5,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-09,2026-03-15,weekly,2026-W11,BD-KHU,Khulna,division,2,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-16,2026-03-22,weekly,2026-W12,BD-KHU,Khulna,division,0,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-23,2026-03-29,weekly,2026-W13,BD-KHU,Khulna,division,13,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-30,2026-04-05,weekly,2026-W14,BD-KHU,Khulna,division,7,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-04-06,2026-04-12,weekly,2026-W15,BD-KHU,Khulna,division,9,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-04-13,2026-04-19,weekly,2026-W16,BD-KHU,Khulna,division,4,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-04-20,2026-04-26,weekly,2026-W17,BD-KHU,Khulna,division,8,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-04-27,2026-05-03,weekly,2026-W18,BD-KHU,Khulna,division,13,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-05-04,2026-05-10,weekly,2026-W19,BD-KHU,Khulna,division,16,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-05-11,2026-05-17,weekly,2026-W20,BD-KHU,Khulna,division,15,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-05-18,2026-05-24,weekly,2026-W21,BD-KHU,Khulna,division,9,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-05-25,2026-05-31,weekly,2026-W22,BD-KHU,Khulna,division,73,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2025-12-29,2026-01-04,weekly,2026-W01,BD-MYM,Mymensingh,division,20,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-05,2026-01-11,weekly,2026-W02,BD-MYM,Mymensingh,division,9,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-12,2026-01-18,weekly,2026-W03,BD-MYM,Mymensingh,division,5,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-19,2026-01-25,weekly,2026-W04,BD-MYM,Mymensingh,division,12,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-26,2026-02-01,weekly,2026-W05,BD-MYM,Mymensingh,division,6,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-02,2026-02-08,weekly,2026-W06,BD-MYM,Mymensingh,division,5,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-09,2026-02-15,weekly,2026-W07,BD-MYM,Mymensingh,division,5,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
